epoch,train_loss,val_loss,val_accuracy,learning_rate
1,3.7418939854529936,3.186746639689063,12.229299363057326,0.1
2,2.305458410247753,2.2777142547194367,14.089171974522293,0.1
3,2.243742341413104,2.1866662401454464,21.605095541401273,0.1
4,2.162279929741092,2.091622779840117,23.261146496815286,0.1
5,2.1303328368464625,2.069898822565747,24.78980891719745,0.1
6,2.093214966324494,2.0348949159026906,28.636942675159236,0.1
7,2.0644842259218406,1.9741165141391146,29.987261146496817,0.1
8,2.027853793233762,1.9561553694791856,32.254777070063696,0.1
9,1.9918464225327306,1.8660848703809605,36.07643312101911,0.1
10,1.9520596835464443,1.7984788214325145,38.089171974522294,0.1
11,1.8971960752563526,1.7340464606254724,39.54140127388535,0.1
12,1.8439509996404515,1.6483491127050607,44.789808917197455,0.1
13,1.7988042419620722,1.5924578590150091,47.261146496815286,0.1
14,1.7295404525200484,1.5176302602184806,49.63057324840764,0.1
15,1.6930148766831166,1.5339385840543516,47.49044585987261,0.1
16,1.61778389401667,1.3943398797284265,53.98726114649681,0.1
17,1.57779136063091,1.3352338032813589,56.17834394904459,0.1
18,1.5423485257958192,1.364193796686306,53.42675159235669,0.1
19,1.4842136073784764,1.3223714768962496,56.71337579617835,0.1
20,1.4442144126118595,1.2379931985952293,59.28662420382165,0.1
21,1.4098191713629635,1.1535428066314406,61.88535031847134,0.1
22,1.3732631780590348,1.1983547789276026,59.64331210191083,0.1
23,1.3412142434433907,1.0902020350535204,63.82165605095541,0.1
24,1.2736512819883978,1.0815846454413833,64.05095541401273,0.1
25,1.2428249640655638,1.0288580743977978,67.03184713375796,0.1
26,1.2063842377852507,1.0778893721331457,64.73885350318471,0.1
27,1.1844511175875756,1.0689434056980596,66.21656050955414,0.1
28,1.143922232828695,0.9477957338588253,69.57961783439491,0.1
29,1.097379989905523,0.8998127372097817,71.59235668789809,0.1
30,1.0527285043484986,0.8464105770086786,72.0,0.1
31,1.041643508221635,1.152496618525997,61.98726114649681,0.1
32,1.0068240885385076,0.8128059538458563,73.57961783439491,0.1
33,0.977771727761065,0.7695937860239843,75.10828025477707,0.1
34,0.9649049014888553,0.8129427771051978,73.47770700636943,0.1
35,0.9350021559694323,0.7633691234345649,76.0,0.1
36,0.907735614731793,0.8593086820195435,71.6687898089172,0.1
37,0.9083810768732741,0.7497946263878209,75.36305732484077,0.1
38,0.8627906606672986,0.7379474869958914,76.07643312101911,0.1
39,0.8574948194777529,0.7119554477892104,77.12101910828025,0.1
40,0.8343742621437223,0.6689724126591045,78.54777070063695,0.1
41,0.8173005125920187,0.663739995060453,77.93630573248407,0.1
42,0.8239363764102589,0.727816154759401,76.40764331210191,0.1
43,0.794937306220157,0.8454741697098799,72.10191082802548,0.1
44,0.7759196037525536,0.6065545795373856,80.02547770700637,0.1
