epoch,train_loss,val_loss,val_accuracy
1,2.138256813540603,2.0914627153698993,28.178343949044585
2,1.7653262603162514,1.7368976662798625,40.99363057324841
3,1.5738163379707721,1.444787431053999,51.617834394904456
4,1.4562468914070514,1.6883490594421946,48.86624203821656
5,1.375287991581541,1.4203256477669972,53.197452229299365
6,1.2771535569971257,1.1644071442324941,61.910828025477706
7,1.1922760756328852,0.9879740004132433,68.50955414012739
8,1.140678057164857,0.9961475693598026,67.56687898089172
9,1.1034155000339856,0.9909799615057503,68.6624203821656
10,1.0369267042237098,0.8495436121777791,73.14649681528662
11,1.014782706896464,0.8553960472345352,71.4140127388535
12,0.989811790711952,0.7639069528114505,74.828025477707
13,0.9363194505373637,0.8186526967257988,73.93630573248407
14,0.9077382737940008,0.7431509051381088,75.97452229299363
15,0.8726967573165894,0.8500668835349199,71.51592356687898
16,0.8530320579355414,0.6692724845758299,78.67515923566879
17,0.832580282832637,0.8116953176696126,73.27388535031847
18,0.8204194313347942,0.6070171118509479,81.60509554140127
19,0.7809412828599563,0.8850612171539446,70.06369426751593
20,0.7822998075774221,0.5738451164670106,81.4267515923567
21,0.7470570194600809,0.725224379722665,76.78980891719745
22,0.7579917441112827,0.6664715776356255,77.96178343949045
23,0.7195644857305469,0.575849287211895,81.63057324840764
24,0.7065213193195035,0.6360459131438557,78.80254777070064
25,0.7009998870016348,0.5443283970036158,82.828025477707
26,0.6808838877413008,0.5502337975109496,81.93630573248407
27,0.6794731469467433,0.543812211693787,82.64968152866243
28,0.6391381452781986,0.4814269162896203,84.53503184713375
29,0.6335361663139227,0.5767726770988325,81.55414012738854
30,0.6302784151501126,0.48948550678607894,84.20382165605096
31,0.6031949477966385,0.4541665351972347,85.29936305732484
32,0.6014487376116743,0.44524422142563796,85.4267515923567
33,0.5809606006651213,0.5708500712019641,81.22292993630573
34,0.5867577959792782,0.4693970124169094,85.09554140127389
35,0.5681679038086322,0.47038659053604776,84.53503184713375
36,0.566100147637454,0.5174931969221045,83.54140127388536
37,0.5649026737670706,0.46680800643999404,85.32484076433121
38,0.5330912389538505,0.42777378893480067,87.03184713375796
39,0.544488542308711,0.403196963595181,87.56687898089172
40,0.5255779690212674,0.41443670341154426,86.19108280254777
41,0.526774047300069,0.5105202904925114,83.26114649681529
42,0.5317129986454742,0.41873686706147545,86.828025477707
43,0.5199514750880424,0.40905100834078906,87.03184713375796
44,0.5000381755708444,0.41973272720124666,86.24203821656052
45,0.49425269919212417,0.4482748039611956,85.4267515923567
46,0.4943316404265587,0.3647414920170133,88.48407643312102
47,0.5026011527186692,0.3791789705070054,87.97452229299363
48,0.4723725806583058,0.38627632034987935,87.21019108280255
49,0.47370946271853015,0.384829828288497,87.61783439490446
50,0.46447251390929173,0.46681654980269877,84.68789808917198
51,0.46903872068482216,0.3893687517904654,87.38853503184713
52,0.45604513510309086,0.381160479311536,87.92356687898089
53,0.4582475890414883,0.35650868931921514,88.28025477707007
54,0.44943108853667674,0.35169763354266564,88.56050955414013
55,0.44609068951221426,0.3800432100528624,87.79617834394904
56,0.43096056324664994,0.38467988408193354,87.82165605095541
57,0.4326982480106932,0.4089780304490066,86.87898089171975
58,0.4240756194398861,0.3600573930435064,87.79617834394904
59,0.4115092578259381,0.3858244978800053,87.89808917197452
60,0.4163822439884899,0.36871022185901314,87.97452229299363
61,0.4243123544888063,0.35095514793221544,88.73885350318471
62,0.4017562389072746,0.33646090873857826,89.27388535031847
63,0.4060322255498231,0.33998724000483027,89.27388535031847
64,0.4055407924784554,0.39423972413670727,87.26114649681529
65,0.39010183498112844,0.3374828939757696,88.76433121019109
66,0.38493237937941693,0.3353473940273611,89.19745222929936
67,0.3978191719512747,0.3437364330378974,89.19745222929936
68,0.4000062621904142,0.34179628731274025,88.86624203821655
69,0.3870903503413152,0.3997897160489385,87.38853503184713
70,0.3691350387202369,0.3563694450549963,88.78980891719745
71,0.3737418552239736,0.3211134991994718,89.88535031847134
72,0.3803103922894507,0.33320642226352926,89.27388535031847
73,0.36504788275318917,0.371793657541275,87.89808917197452
74,0.3652119201542151,0.33040998658029047,89.37579617834395
75,0.35768239501148763,0.32114890163264626,89.60509554140127
76,0.36031398297560335,0.30606571930210763,90.36942675159236
77,0.36814344847443126,0.32263728394740965,89.4267515923567
78,0.3448051212712972,0.31804410177396564,89.37579617834395
79,0.33575698545183796,0.3232797585972926,89.32484076433121
80,0.361406196698998,0.32542549446225166,89.27388535031847
81,0.34528386863795196,0.3154051763618865,89.60509554140127
82,0.3427487459748682,0.3303033273394515,88.99363057324841
83,0.34319327636198566,0.3256561623477354,89.37579617834395
84,0.3148928885207032,0.3426199057480184,88.94267515923566
85,0.329362018692373,0.3044071177520403,90.11464968152866
86,0.3312332360732435,0.313408096298212,90.19108280254777
87,0.34237145564772864,0.31620311064691076,89.57961783439491
88,0.32072329099732216,0.2967190842439489,90.29299363057325
89,0.3192797830008497,0.3102291433549509,89.5031847133758
90,0.31865428252653644,0.3178703158912135,89.80891719745223
91,0.30186525950528154,0.3052715052191804,89.96178343949045
92,0.3099353506107523,0.30007790065393214,90.19108280254777
93,0.3001579851514161,0.3139967933842322,89.70700636942675
94,0.3133505963616901,0.2976814321264988,90.7515923566879
95,0.31638893093725645,0.3012563067420227,90.26751592356688
96,0.29749380232709827,0.3063658750275286,90.14012738853503
97,0.30772190352883,0.31317731311045044,89.93630573248407
98,0.31179410888992176,0.3129834358285113,89.75796178343948
99,0.29973109442778306,0.29957912517030066,90.54777070063695
100,0.2955185974938701,0.30700907056651466,90.21656050955414
